atoll,metric,value
Rongelap,back_reef_slope_perc,9.96
Rongerik,back_reef_slope_perc,8.54
Rose,back_reef_slope_perc,0.61
Rowa,back_reef_slope_perc,1.45
Saloman,back_reef_slope_perc,3.33
Sama,back_reef_slope_perc,7.52
Samasuma,back_reef_slope_perc,18.38
Sapwuahfik,back_reef_slope_perc,5.41
Satawan,back_reef_slope_perc,2.49
Scilly,back_reef_slope_perc,2.86
Sikaiana,back_reef_slope_perc,2.11
Sorol,back_reef_slope_perc,3.53
South_Keeling,back_reef_slope_perc,7.43
South_Maalhosmadulu,back_reef_slope_perc,7.5
South_Male,back_reef_slope_perc,8.31
South_Nilandhe,back_reef_slope_perc,10.22
South_Tubbataha,back_reef_slope_perc,2.39
St_Francois,back_reef_slope_perc,5.06
St_Joseph,back_reef_slope_perc,1.2
Starbuck,back_reef_slope_perc,0.62
Suheli_Par,back_reef_slope_perc,12.94
Surprise,back_reef_slope_perc,17.54
Suwarrow,back_reef_slope_perc,12.1
Swains,back_reef_slope_perc,1.79
Tabiteuea,back_reef_slope_perc,16.48
Tabuaeran,back_reef_slope_perc,5.46
Taenga,back_reef_slope_perc,16.49
Tahanea,back_reef_slope_perc,12.4
Taiaro,back_reef_slope_perc,0.0
Taka,back_reef_slope_perc,9.57
Takapoto,back_reef_slope_perc,14.1
Takaroa,back_reef_slope_perc,29.68
Takume,back_reef_slope_perc,15.48
Takuu,back_reef_slope_perc,8.09
Tarawa,back_reef_slope_perc,27.92
Tatakoto,back_reef_slope_perc,46.91
Tauere,back_reef_slope_perc,37.71
Tekokota,back_reef_slope_perc,0.05
Temitangi,back_reef_slope_perc,14.02
Temoe,back_reef_slope_perc,19.11
Tenararo,back_reef_slope_perc,34.63
Tenaruga,back_reef_slope_perc,0.0
Tepoto,back_reef_slope_perc,0.0
Teraina,back_reef_slope_perc,0.0
Tetiaroa,back_reef_slope_perc,5.15
Thiladhunmathi,back_reef_slope_perc,11.22
Thoddoo,back_reef_slope_perc,2.76
Tikehau,back_reef_slope_perc,21.82
Tilianu,back_reef_slope_perc,3.16
Toau,back_reef_slope_perc,6.88
Tongareva,back_reef_slope_perc,25.74
Torlesse,back_reef_slope_perc,11.19
Tuanake,back_reef_slope_perc,3.69
Tupai,back_reef_slope_perc,0.13
Tureia,back_reef_slope_perc,5.22
Ujae,back_reef_slope_perc,8.74
Ujelang,back_reef_slope_perc,11.78
Ulithi,back_reef_slope_perc,7.5
Utirik,back_reef_slope_perc,9.11
Vahanga,back_reef_slope_perc,0.0
Vahitahi,back_reef_slope_perc,42.03
Vairaatea,back_reef_slope_perc,23.68
Vaitupu,back_reef_slope_perc,5.28
Vanavana,back_reef_slope_perc,0.0
Vattaru,back_reef_slope_perc,6.37
Wailagilala,back_reef_slope_perc,7.51
Wake,back_reef_slope_perc,1.34
West_Fayu,back_reef_slope_perc,6.29
Willis,back_reef_slope_perc,26.66
Woleai,back_reef_slope_perc,8.6
Wotho,back_reef_slope_perc,10.9
Wotje,back_reef_slope_perc,16.55
Zohhoiiyoru,back_reef_slope_perc,0.0
Abaiang,shallow_lagoon_kmsq,51.83
Abariringa,shallow_lagoon_kmsq,4.16
Abemama,shallow_lagoon_kmsq,22.41
Addu,shallow_lagoon_kmsq,9.38
Agatti,shallow_lagoon_kmsq,7.21
Ahe,shallow_lagoon_kmsq,1.75
Ahunui,shallow_lagoon_kmsq,0.0
Ailinginae,shallow_lagoon_kmsq,12.17
Ailinglaplap,shallow_lagoon_kmsq,2.64
Ailuk,shallow_lagoon_kmsq,6.67
Aldabra,shallow_lagoon_kmsq,118.59
Alphonse,shallow_lagoon_kmsq,0.69
Amanu,shallow_lagoon_kmsq,2.28
Anaa,shallow_lagoon_kmsq,7.46
Analtin,shallow_lagoon_kmsq,4.78
Ant,shallow_lagoon_kmsq,4.87
Anuanuraro,shallow_lagoon_kmsq,1.87
Anuanurunga,shallow_lagoon_kmsq,1.04
Apataki,shallow_lagoon_kmsq,5.23
Aranuka,shallow_lagoon_kmsq,9.82
Aratika,shallow_lagoon_kmsq,2.42
Ari,shallow_lagoon_kmsq,33.65
Arno,shallow_lagoon_kmsq,11.48
Arutua,shallow_lagoon_kmsq,5.12
Ashmore,shallow_lagoon_kmsq,91.5
Astove,shallow_lagoon_kmsq,0.94
Atafu,shallow_lagoon_kmsq,0.95
Aur,shallow_lagoon_kmsq,5.53
Awin,shallow_lagoon_kmsq,0.17
Bangaram,shallow_lagoon_kmsq,12.81
Beautemps-Beaupre,shallow_lagoon_kmsq,3.12
Bellona,shallow_lagoon_kmsq,26.2
Beru,shallow_lagoon_kmsq,8.13
Bikar,shallow_lagoon_kmsq,11.1
Bikini,shallow_lagoon_kmsq,16.28
Birnie,shallow_lagoon_kmsq,0.02
Bitra_Par,shallow_lagoon_kmsq,9.33
Bokaak,shallow_lagoon_kmsq,9.11
Bramble_Haven,shallow_lagoon_kmsq,14.34
Budibudi,shallow_lagoon_kmsq,3.19
Butaritari,shallow_lagoon_kmsq,34.09
Byramgore,shallow_lagoon_kmsq,10.94
Caroline,shallow_lagoon_kmsq,0.45
Cato,shallow_lagoon_kmsq,1.41
Cherbaniani,shallow_lagoon_kmsq,19.1
Chesterfield,shallow_lagoon_kmsq,10.49
Chetlat,shallow_lagoon_kmsq,0.31
Clipperton,shallow_lagoon_kmsq,0.0
Conflict,shallow_lagoon_kmsq,7.63
Cosmoledo,shallow_lagoon_kmsq,29.52
Desroches,shallow_lagoon_kmsq,0.1
Diego_Garcia,shallow_lagoon_kmsq,7.97
Ducie,shallow_lagoon_kmsq,0.44
Eauripik,shallow_lagoon_kmsq,0.42
Ebon,shallow_lagoon_kmsq,0.36
Egmont,shallow_lagoon_kmsq,2.11
Egum,shallow_lagoon_kmsq,1.25
Elato,shallow_lagoon_kmsq,0.63
Enderbury,shallow_lagoon_kmsq,0.0
Eniwetok,shallow_lagoon_kmsq,33.43
Erikub,shallow_lagoon_kmsq,4.59
Etal,shallow_lagoon_kmsq,0.35
Europa,shallow_lagoon_kmsq,1.75
Faadhippolhu,shallow_lagoon_kmsq,22.89
Faaite,shallow_lagoon_kmsq,16.32
Fakahina,shallow_lagoon_kmsq,0.0
Fakaofo,shallow_lagoon_kmsq,1.22
Fakarava,shallow_lagoon_kmsq,12.8
Fangatau,shallow_lagoon_kmsq,0.0
Fangataufa,shallow_lagoon_kmsq,0.97
Faraulep,shallow_lagoon_kmsq,0.71
Farquhar,shallow_lagoon_kmsq,38.72
Fasdhuthere,shallow_lagoon_kmsq,4.13
Felidhu,shallow_lagoon_kmsq,11.39
French_Frigate_Shoals,shallow_lagoon_kmsq,20.48
Funafuti,shallow_lagoon_kmsq,2.35
Fuvahmulah,shallow_lagoon_kmsq,0.03
Gaafaru,shallow_lagoon_kmsq,8.24
Glorioso,shallow_lagoon_kmsq,16.31
Goidhoo,shallow_lagoon_kmsq,7.67
Great_Chagos_Bank,shallow_lagoon_kmsq,0.33
Haddhunmathi,shallow_lagoon_kmsq,21.45
Hao,shallow_lagoon_kmsq,5.86
Haraiki,shallow_lagoon_kmsq,1.62
Helen,shallow_lagoon_kmsq,13.22
Hereheretue,shallow_lagoon_kmsq,3.58
Hikueru,shallow_lagoon_kmsq,0.81
Hiti,shallow_lagoon_kmsq,1.84
Huon,shallow_lagoon_kmsq,7.75
Huvadhu,shallow_lagoon_kmsq,55.67
Ifalik,shallow_lagoon_kmsq,1.25
Ihavandhippolu,shallow_lagoon_kmsq,19.3
Jaluit,shallow_lagoon_kmsq,18.88
Jemo,shallow_lagoon_kmsq,0.64
Johnston,shallow_lagoon_kmsq,1.06
Kaashidhoo,shallow_lagoon_kmsq,1.95
Kademat,shallow_lagoon_kmsq,4.71
Kalpeni,shallow_lagoon_kmsq,7.02
Kapingamarangi,shallow_lagoon_kmsq,0.28
Katiu,shallow_lagoon_kmsq,4.56
Kauehi,shallow_lagoon_kmsq,3.89
Kaukura,shallow_lagoon_kmsq,56.97
Kavaratti,shallow_lagoon_kmsq,1.64
Kilinailau,shallow_lagoon_kmsq,4.27
Kiltan,shallow_lagoon_kmsq,0.19
Kiritimati,shallow_lagoon_kmsq,45.26
Kolhumadulu,shallow_lagoon_kmsq,21.33
Kuop,shallow_lagoon_kmsq,5.93
Kure,shallow_lagoon_kmsq,32.58
Kuria,shallow_lagoon_kmsq,0.2
Kurimarau,shallow_lagoon_kmsq,0.77
Kwajalein,shallow_lagoon_kmsq,20.66
Lae,shallow_lagoon_kmsq,1.2
Lamotrek,shallow_lagoon_kmsq,0.21
Laualau,shallow_lagoon_kmsq,0.54
Laysan,shallow_lagoon_kmsq,0.0
Leli,shallow_lagoon_kmsq,0.3
Lib,shallow_lagoon_kmsq,0.0
Lihou,shallow_lagoon_kmsq,3.22
Likiep,shallow_lagoon_kmsq,10.24
Liot,shallow_lagoon_kmsq,0.01
Lisianski,shallow_lagoon_kmsq,12.75
Long_Reef,shallow_lagoon_kmsq,79.2
Loraine_Anobat,shallow_lagoon_kmsq,0.04
Losap,shallow_lagoon_kmsq,0.69
Losiep,shallow_lagoon_kmsq,0.24
Lukunor,shallow_lagoon_kmsq,0.55
Mabui,shallow_lagoon_kmsq,1.05
Maiana,shallow_lagoon_kmsq,75.98
Majuro,shallow_lagoon_kmsq,1.34
Makemo,shallow_lagoon_kmsq,17.13
Makin,shallow_lagoon_kmsq,0.01
Makunudhoo,shallow_lagoon_kmsq,8.62
Malden,shallow_lagoon_kmsq,0.03
Maloelap,shallow_lagoon_kmsq,12.41
Malum,shallow_lagoon_kmsq,2.86
Manihi,shallow_lagoon_kmsq,1.24
Manihiki,shallow_lagoon_kmsq,1.47
Manra,shallow_lagoon_kmsq,0.0
Manuae,shallow_lagoon_kmsq,5.35
Manuhangi,shallow_lagoon_kmsq,0.0
Marakei,shallow_lagoon_kmsq,10.15
Maria,shallow_lagoon_kmsq,2.67
Maria_Est,shallow_lagoon_kmsq,0.79
Marokau,shallow_lagoon_kmsq,5.28
Marutea_Nord,shallow_lagoon_kmsq,27.76
Marutea_Sud,shallow_lagoon_kmsq,2.65
Mataiva,shallow_lagoon_kmsq,10.26
Matureivavao,shallow_lagoon_kmsq,0.44
Maupihaa,shallow_lagoon_kmsq,3.98
Mellish,shallow_lagoon_kmsq,10.6
Midway,shallow_lagoon_kmsq,22.43
Mili,shallow_lagoon_kmsq,15.39
Minicoy,shallow_lagoon_kmsq,7.71
Mokil,shallow_lagoon_kmsq,0.29
Morane,shallow_lagoon_kmsq,0.81
Moruroa,shallow_lagoon_kmsq,3.27
Motu_One,shallow_lagoon_kmsq,0.85
Motutunga,shallow_lagoon_kmsq,3.13
Mulaku,shallow_lagoon_kmsq,16.66
Murilo,shallow_lagoon_kmsq,1.69
Namoluk,shallow_lagoon_kmsq,0.43
Namonuito,shallow_lagoon_kmsq,2.62
Namorik,shallow_lagoon_kmsq,1.59
Namu,shallow_lagoon_kmsq,8.36
Nanumanga,shallow_lagoon_kmsq,0.0
Nanumea,shallow_lagoon_kmsq,0.1
Napuka,shallow_lagoon_kmsq,0.58
Nengonengo,shallow_lagoon_kmsq,1.17
Ngcheangel,shallow_lagoon_kmsq,5.75
Ngulu,shallow_lagoon_kmsq,0.42
Niau,shallow_lagoon_kmsq,0.0
Nihiru,shallow_lagoon_kmsq,3.39
Nikumaroro,shallow_lagoon_kmsq,1.97
Nikunau,shallow_lagoon_kmsq,0.73
Ninigo,shallow_lagoon_kmsq,18.22
Nissan,shallow_lagoon_kmsq,2.87
Niulakita,shallow_lagoon_kmsq,0.0
Niutao,shallow_lagoon_kmsq,0.01
Nomwin,shallow_lagoon_kmsq,3.3
Nonouti,shallow_lagoon_kmsq,156.6
North_Keeling,shallow_lagoon_kmsq,0.1
North_Maalhosmadulu,shallow_lagoon_kmsq,27.04
North_Male,shallow_lagoon_kmsq,39.63
North_Nilandhe,shallow_lagoon_kmsq,15.1
North_Tubbataha,shallow_lagoon_kmsq,2.0
Nuguria,shallow_lagoon_kmsq,20.39
Nui,shallow_lagoon_kmsq,1.16
Nukapu,shallow_lagoon_kmsq,1.22
Nukufetau,shallow_lagoon_kmsq,1.12
Nukulaelae,shallow_lagoon_kmsq,3.37
Nukumanu,shallow_lagoon_kmsq,2.42
Nukumbasanga,shallow_lagoon_kmsq,0.01
Nukunonu,shallow_lagoon_kmsq,0.53
Nukuoro,shallow_lagoon_kmsq,0.16
Nukusemanu,shallow_lagoon_kmsq,5.84
Nukutepipi,shallow_lagoon_kmsq,0.33
Numa_Miombilou,shallow_lagoon_kmsq,15.68
Nupani,shallow_lagoon_kmsq,2.18
Oeno,shallow_lagoon_kmsq,4.5
Olimarao,shallow_lagoon_kmsq,0.25
Onotoa,shallow_lagoon_kmsq,0.87
Ontong_Java,shallow_lagoon_kmsq,7.79
Oroluk,shallow_lagoon_kmsq,2.71
Orona,shallow_lagoon_kmsq,3.72
Pakin,shallow_lagoon_kmsq,2.36
Palmerston,shallow_lagoon_kmsq,6.09
Palmyra,shallow_lagoon_kmsq,4.67
Paraoa,shallow_lagoon_kmsq,0.5
Pearl_and_Hermes,shallow_lagoon_kmsq,45.52
Peremul_Par,shallow_lagoon_kmsq,26.24
Peros_Banhos,shallow_lagoon_kmsq,0.66
Pinaki,shallow_lagoon_kmsq,0.45
Pingelap,shallow_lagoon_kmsq,0.02
Pinipel,shallow_lagoon_kmsq,1.67
Platte,shallow_lagoon_kmsq,0.15
Providence,shallow_lagoon_kmsq,101.99
Pukapuka,shallow_lagoon_kmsq,1.56
Puka-Puka,shallow_lagoon_kmsq,0.0
Pukarua,shallow_lagoon_kmsq,0.42
Pulap,shallow_lagoon_kmsq,0.07
Pulusuk,shallow_lagoon_kmsq,0.0
Puluwat,shallow_lagoon_kmsq,0.41
Qelelevu,shallow_lagoon_kmsq,19.0
Rakahanga,shallow_lagoon_kmsq,0.57
Rangiroa,shallow_lagoon_kmsq,16.72
Raraka,shallow_lagoon_kmsq,6.63
Raroia,shallow_lagoon_kmsq,5.68
Rasdhoo,shallow_lagoon_kmsq,5.45
Ravahere,shallow_lagoon_kmsq,4.52
Reao,shallow_lagoon_kmsq,1.15
Redlick,shallow_lagoon_kmsq,4.41
Reitoru,shallow_lagoon_kmsq,2.65
Rekareka,shallow_lagoon_kmsq,0.34
Rongelap,shallow_lagoon_kmsq,31.18
Rongerik,shallow_lagoon_kmsq,8.16
Rose,shallow_lagoon_kmsq,0.43
Rowa,shallow_lagoon_kmsq,2.35
Saloman,shallow_lagoon_kmsq,0.64
Sama,shallow_lagoon_kmsq,0.0
Samasuma,shallow_lagoon_kmsq,0.23
Sapwuahfik,shallow_lagoon_kmsq,3.69
Satawan,shallow_lagoon_kmsq,6.56
Scilly,shallow_lagoon_kmsq,8.49
Sikaiana,shallow_lagoon_kmsq,1.75
Sorol,shallow_lagoon_kmsq,0.63
South_Keeling,shallow_lagoon_kmsq,24.34
South_Maalhosmadulu,shallow_lagoon_kmsq,30.7
South_Male,shallow_lagoon_kmsq,18.08
South_Nilandhe,shallow_lagoon_kmsq,14.72
South_Tubbataha,shallow_lagoon_kmsq,0.73
St_Francois,shallow_lagoon_kmsq,12.32
St_Joseph,shallow_lagoon_kmsq,6.31
Starbuck,shallow_lagoon_kmsq,0.0
Suheli_Par,shallow_lagoon_kmsq,38.37
Surprise,shallow_lagoon_kmsq,12.29
Suwarrow,shallow_lagoon_kmsq,1.56
Swains,shallow_lagoon_kmsq,0.0
Tabiteuea,shallow_lagoon_kmsq,152.25
Tabuaeran,shallow_lagoon_kmsq,55.63
Taenga,shallow_lagoon_kmsq,2.44
Tahanea,shallow_lagoon_kmsq,16.32
Taiaro,shallow_lagoon_kmsq,0.0
Taka,shallow_lagoon_kmsq,4.12
Takapoto,shallow_lagoon_kmsq,1.74
Takaroa,shallow_lagoon_kmsq,1.12
Takume,shallow_lagoon_kmsq,0.86
Takuu,shallow_lagoon_kmsq,1.72
Tarawa,shallow_lagoon_kmsq,75.98
Tatakoto,shallow_lagoon_kmsq,0.94
Tauere,shallow_lagoon_kmsq,0.81
Tekokota,shallow_lagoon_kmsq,2.85
Temitangi,shallow_lagoon_kmsq,1.12
Temoe,shallow_lagoon_kmsq,0.43
Tenararo,shallow_lagoon_kmsq,0.0
Tenaruga,shallow_lagoon_kmsq,0.0
Tepoto,shallow_lagoon_kmsq,0.5
Teraina,shallow_lagoon_kmsq,0.0
Tetiaroa,shallow_lagoon_kmsq,7.45
Thiladhunmathi,shallow_lagoon_kmsq,47.08
Thoddoo,shallow_lagoon_kmsq,0.67
Tikehau,shallow_lagoon_kmsq,6.05
Tilianu,shallow_lagoon_kmsq,0.0
Toau,shallow_lagoon_kmsq,10.05
Tongareva,shallow_lagoon_kmsq,6.82
Torlesse,shallow_lagoon_kmsq,1.44
Tuanake,shallow_lagoon_kmsq,1.64
Tupai,shallow_lagoon_kmsq,6.06
Tureia,shallow_lagoon_kmsq,1.39
Ujae,shallow_lagoon_kmsq,9.73
Ujelang,shallow_lagoon_kmsq,2.65
Ulithi,shallow_lagoon_kmsq,3.11
Utirik,shallow_lagoon_kmsq,7.28
Vahanga,shallow_lagoon_kmsq,0.0
Vahitahi,shallow_lagoon_kmsq,0.53
Vairaatea,shallow_lagoon_kmsq,0.26
Vaitupu,shallow_lagoon_kmsq,0.01
Vanavana,shallow_lagoon_kmsq,0.0
Vattaru,shallow_lagoon_kmsq,1.7
Wailagilala,shallow_lagoon_kmsq,2.37
Wake,shallow_lagoon_kmsq,6.49
West_Fayu,shallow_lagoon_kmsq,0.77
Willis,shallow_lagoon_kmsq,5.58
Woleai,shallow_lagoon_kmsq,2.63
Wotho,shallow_lagoon_kmsq,10.19
Wotje,shallow_lagoon_kmsq,13.62
Zohhoiiyoru,shallow_lagoon_kmsq,0.14
Abaiang,shallow_lagoon_perc,23.98
Abariringa,shallow_lagoon_perc,7.73
Abemama,shallow_lagoon_perc,15.34
Addu,shallow_lagoon_perc,19.13
Agatti,shallow_lagoon_perc,29.47
Ahe,shallow_lagoon_perc,7.75
Ahunui,shallow_lagoon_perc,0.0
Ailinginae,shallow_lagoon_perc,20.16
Ailinglaplap,shallow_lagoon_perc,2.68
Ailuk,shallow_lagoon_perc,10.16
Aldabra,shallow_lagoon_perc,54.07
Alphonse,shallow_lagoon_perc,3.63
Amanu,shallow_lagoon_perc,9.6
Anaa,shallow_lagoon_perc,13.32
Analtin,shallow_lagoon_perc,13.91
Ant,shallow_lagoon_perc,17.8
Anuanuraro,shallow_lagoon_perc,28.66
Anuanurunga,shallow_lagoon_perc,33.35
Apataki,shallow_lagoon_perc,9.89
Aranuka,shallow_lagoon_perc,17.38
Aratika,shallow_lagoon_perc,9.89
Ari,shallow_lagoon_perc,12.36
Arno,shallow_lagoon_perc,9.84
Arutua,shallow_lagoon_perc,7.47
Ashmore,shallow_lagoon_perc,41.08
Astove,shallow_lagoon_perc,6.86
Atafu,shallow_lagoon_perc,6.98
Aur,shallow_lagoon_perc,12.41
Awin,shallow_lagoon_perc,2.38
Bangaram,shallow_lagoon_perc,29.01
Beautemps-Beaupre,shallow_lagoon_perc,15.66
Bellona,shallow_lagoon_perc,26.82
Beru,shallow_lagoon_perc,18.65
Bikar,shallow_lagoon_perc,22.54
Bikini,shallow_lagoon_perc,14.7
Birnie,shallow_lagoon_perc,2.07
Bitra_Par,shallow_lagoon_perc,14.4
Bokaak,shallow_lagoon_perc,9.71
Bramble_Haven,shallow_lagoon_perc,26.1
Budibudi,shallow_lagoon_perc,28.29
Butaritari,shallow_lagoon_perc,18.77
Byramgore,shallow_lagoon_perc,10.93
Caroline,shallow_lagoon_perc,2.97
Cato,shallow_lagoon_perc,25.97
Cherbaniani,shallow_lagoon_perc,40.02
Chesterfield,shallow_lagoon_perc,4.04
Chetlat,shallow_lagoon_perc,5.87
Clipperton,shallow_lagoon_perc,0.0
Conflict,shallow_lagoon_perc,16.11
Cosmoledo,shallow_lagoon_perc,21.16
Desroches,shallow_lagoon_perc,0.26
Diego_Garcia,shallow_lagoon_perc,11.02
Ducie,shallow_lagoon_perc,12.6
Eauripik,shallow_lagoon_perc,2.97
Ebon,shallow_lagoon_perc,1.22
Egmont,shallow_lagoon_perc,7.9
Egum,shallow_lagoon_perc,3.16
Elato,shallow_lagoon_perc,4.59
Enderbury,shallow_lagoon_perc,0.0
Eniwetok,shallow_lagoon_perc,22.89
Erikub,shallow_lagoon_perc,8.91
Etal,shallow_lagoon_perc,3.81
Europa,shallow_lagoon_perc,13.89
Faadhippolhu,shallow_lagoon_perc,20.28
Faaite,shallow_lagoon_perc,15.44
Fakahina,shallow_lagoon_perc,0.0
Fakaofo,shallow_lagoon_perc,4.2
Fakarava,shallow_lagoon_perc,9.33
Fangatau,shallow_lagoon_perc,0.0
Fangataufa,shallow_lagoon_perc,5.61
Faraulep,shallow_lagoon_perc,9.57
Farquhar,shallow_lagoon_perc,23.03
Fasdhuthere,shallow_lagoon_perc,17.25
Felidhu,shallow_lagoon_perc,5.65
French_Frigate_Shoals,shallow_lagoon_perc,4.46
Funafuti,shallow_lagoon_perc,5.45
Fuvahmulah,shallow_lagoon_perc,1.24
Gaafaru,shallow_lagoon_perc,29.14
Glorioso,shallow_lagoon_perc,31.94
Goidhoo,shallow_lagoon_perc,16.81
Great_Chagos_Bank,shallow_lagoon_perc,0.56
Haddhunmathi,shallow_lagoon_perc,14.58
Hao,shallow_lagoon_perc,9.44
Haraiki,shallow_lagoon_perc,9.98
Helen,shallow_lagoon_perc,17.32
Hereheretue,shallow_lagoon_perc,20.99
Hikueru,shallow_lagoon_perc,9.24
Hiti,shallow_lagoon_perc,18.18
Huon,shallow_lagoon_perc,14.45
Huvadhu,shallow_lagoon_perc,17.42
Ifalik,shallow_lagoon_perc,20.35
Ihavandhippolu,shallow_lagoon_perc,23.02
Jaluit,shallow_lagoon_perc,10.33
Jemo,shallow_lagoon_perc,30.28
Johnston,shallow_lagoon_perc,4.33
Kaashidhoo,shallow_lagoon_perc,31.34
Kademat,shallow_lagoon_perc,17.95
Kalpeni,shallow_lagoon_perc,24.6
Kapingamarangi,shallow_lagoon_perc,1.16
Katiu,shallow_lagoon_perc,14.51
Kauehi,shallow_lagoon_perc,16.5
Kaukura,shallow_lagoon_perc,28.2
Kavaratti,shallow_lagoon_perc,22.24
Kilinailau,shallow_lagoon_perc,5.84
Kiltan,shallow_lagoon_perc,4.32
Kiritimati,shallow_lagoon_perc,35.0
Kolhumadulu,shallow_lagoon_perc,12.88
Kuop,shallow_lagoon_perc,16.56
Kure,shallow_lagoon_perc,60.42
Kuria,shallow_lagoon_perc,0.97
Kurimarau,shallow_lagoon_perc,29.02
Kwajalein,shallow_lagoon_perc,8.34
Lae,shallow_lagoon_perc,9.18
Lamotrek,shallow_lagoon_perc,2.17
Laualau,shallow_lagoon_perc,8.47
Laysan,shallow_lagoon_perc,0.0
Leli,shallow_lagoon_perc,5.04
Lib,shallow_lagoon_perc,0.0
Lihou,shallow_lagoon_perc,2.62
Likiep,shallow_lagoon_perc,12.08
Liot,shallow_lagoon_perc,0.27
Lisianski,shallow_lagoon_perc,9.89
Long_Reef,shallow_lagoon_perc,24.54
Loraine_Anobat,shallow_lagoon_perc,4.0
Losap,shallow_lagoon_perc,4.11
Losiep,shallow_lagoon_perc,3.92
Lukunor,shallow_lagoon_perc,3.29
Mabui,shallow_lagoon_perc,23.76
Maiana,shallow_lagoon_perc,52.23
Majuro,shallow_lagoon_perc,1.96
Makemo,shallow_lagoon_perc,12.32
Makin,shallow_lagoon_perc,0.14
Makunudhoo,shallow_lagoon_perc,9.16
Malden,shallow_lagoon_perc,1.0
Maloelap,shallow_lagoon_perc,12.74
Malum,shallow_lagoon_perc,15.86
Manihi,shallow_lagoon_perc,5.72
Manihiki,shallow_lagoon_perc,11.15
Manra,shallow_lagoon_perc,0.0
Manuae,shallow_lagoon_perc,39.63
Manuhangi,shallow_lagoon_perc,0.0
Marakei,shallow_lagoon_perc,41.25
Maria,shallow_lagoon_perc,33.3
Maria_Est,shallow_lagoon_perc,19.04
Marokau,shallow_lagoon_perc,13.04
Marutea_Nord,shallow_lagoon_perc,26.5
Marutea_Sud,shallow_lagoon_perc,11.53
Mataiva,shallow_lagoon_perc,33.62
Matureivavao,shallow_lagoon_perc,7.26
Maupihaa,shallow_lagoon_perc,19.56
Mellish,shallow_lagoon_perc,49.59
Midway,shallow_lagoon_perc,36.96
Mili,shallow_lagoon_perc,9.9
Minicoy,shallow_lagoon_perc,20.33
Mokil,shallow_lagoon_perc,5.38
Morane,shallow_lagoon_perc,12.89
Moruroa,shallow_lagoon_perc,10.37
Motu_One,shallow_lagoon_perc,9.74
Motutunga,shallow_lagoon_perc,9.12
Mulaku,shallow_lagoon_perc,10.08
Murilo,shallow_lagoon_perc,3.31
Namoluk,shallow_lagoon_perc,5.84
Namonuito,shallow_lagoon_perc,9.27
Namorik,shallow_lagoon_perc,11.35
Namu,shallow_lagoon_perc,8.83
Nanumanga,shallow_lagoon_perc,0.0
Nanumea,shallow_lagoon_perc,0.52
Napuka,shallow_lagoon_perc,3.19
Nengonengo,shallow_lagoon_perc,7.0
Ngcheangel,shallow_lagoon_perc,31.31
Ngulu,shallow_lagoon_perc,0.96
Niau,shallow_lagoon_perc,0.0
Nihiru,shallow_lagoon_perc,10.31
Nikumaroro,shallow_lagoon_perc,22.35
Nikunau,shallow_lagoon_perc,6.77
Ninigo,shallow_lagoon_perc,14.66
Nissan,shallow_lagoon_perc,20.48
Niulakita,shallow_lagoon_perc,0.0
Niutao,shallow_lagoon_perc,0.33
Nomwin,shallow_lagoon_perc,6.89
Nonouti,shallow_lagoon_perc,35.08
North_Keeling,shallow_lagoon_perc,6.28
North_Maalhosmadulu,shallow_lagoon_perc,16.65
North_Male,shallow_lagoon_perc,18.28
North_Nilandhe,shallow_lagoon_perc,12.9
North_Tubbataha,shallow_lagoon_perc,4.44
Nuguria,shallow_lagoon_perc,23.77
Nui,shallow_lagoon_perc,7.15
Nukapu,shallow_lagoon_perc,20.03
Nukufetau,shallow_lagoon_perc,4.11
Nukulaelae,shallow_lagoon_perc,13.59
Nukumanu,shallow_lagoon_perc,6.17
Nukumbasanga,shallow_lagoon_perc,0.11
Nukunonu,shallow_lagoon_perc,2.45
Nukuoro,shallow_lagoon_perc,1.38
Nukusemanu,shallow_lagoon_perc,9.35
Nukutepipi,shallow_lagoon_perc,12.51
Numa_Miombilou,shallow_lagoon_perc,17.88
Nupani,shallow_lagoon_perc,14.13
Oeno,shallow_lagoon_perc,38.24
Olimarao,shallow_lagoon_perc,4.57
Onotoa,shallow_lagoon_perc,2.92
Ontong_Java,shallow_lagoon_perc,5.72
Oroluk,shallow_lagoon_perc,5.4
Orona,shallow_lagoon_perc,14.88
Pakin,shallow_lagoon_perc,16.71
Palmerston,shallow_lagoon_perc,21.59
Palmyra,shallow_lagoon_perc,18.12
Paraoa,shallow_lagoon_perc,7.92
Pearl_and_Hermes,shallow_lagoon_perc,14.65
Peremul_Par,shallow_lagoon_perc,32.07
Peros_Banhos,shallow_lagoon_perc,1.28
Pinaki,shallow_lagoon_perc,21.94
Pingelap,shallow_lagoon_perc,0.61
Pinipel,shallow_lagoon_perc,10.96
Platte,shallow_lagoon_perc,0.38
Providence,shallow_lagoon_perc,24.49
Pukapuka,shallow_lagoon_perc,9.6
Puka-Puka,shallow_lagoon_perc,0.04
Pukarua,shallow_lagoon_perc,2.45
Pulap,shallow_lagoon_perc,0.78
Pulusuk,shallow_lagoon_perc,0.0
Puluwat,shallow_lagoon_perc,10.61
Qelelevu,shallow_lagoon_perc,33.54
Rakahanga,shallow_lagoon_perc,13.94
Rangiroa,shallow_lagoon_perc,10.45
Raraka,shallow_lagoon_perc,21.84
Raroia,shallow_lagoon_perc,11.34
