atoll,species,population
Pakin,Gygis_alba,114.0
Palmerston,Gygis_alba,507.0
Palmyra,Gygis_alba,508.0
Paraoa,Gygis_alba,494.0
Pearl_and_Hermes,Gygis_alba,30.0
Peremul_Par,Gygis_alba,0.0
Peros_Banhos,Gygis_alba,616.0
Pinaki,Gygis_alba,386.0
Pingelap,Gygis_alba,209.0
Pinipel,Gygis_alba,0.0
Pukapuka,Gygis_alba,482.0
Puka-Puka,Gygis_alba,1135.0
Pukarua,Gygis_alba,1558.0
Pulap,Gygis_alba,0.0
Pulusuk,Gygis_alba,131.0
Puluwat,Gygis_alba,170.0
Qelelevu,Gygis_alba,3480.0
Rakahanga,Gygis_alba,458.0
Rangiroa,Gygis_alba,626.0
Raraka,Gygis_alba,1500.0
Raroia,Gygis_alba,1172.0
Rasdhoo,Gygis_alba,0.0
Ravahere,Gygis_alba,418.0
Rawaki,Gygis_alba,40.0
Reao,Gygis_alba,2055.0
Redlick,Gygis_alba,0.0
Reitoru,Gygis_alba,1184.0
Rekareka,Gygis_alba,432.0
Rongelap,Gygis_alba,944.0
Rongerik,Gygis_alba,2000.0
Rose,Gygis_alba,10.0
Rowa,Gygis_alba,0.0
Saloman,Gygis_alba,246.0
Sama,Gygis_alba,0.0
Samasuma,Gygis_alba,0.0
Sapwuahfik,Gygis_alba,265.0
Satawan,Gygis_alba,240.0
Scilly,Gygis_alba,303.0
Sorol,Gygis_alba,36.0
South_Maalhosmadulu,Gygis_alba,0.0
South_Nilandhe,Gygis_alba,0.0
St_Francois,Gygis_alba,0.0
St_Joseph,Gygis_alba,150.0
Starbuck,Gygis_alba,0.0
Suheli_Par,Gygis_alba,0.0
Surprise,Gygis_alba,0.0
Suwarrow,Gygis_alba,0.0
Swains,Gygis_alba,4413.0
Tabiteuea,Gygis_alba,1135.0
Tabuaeran,Gygis_alba,2000.0
Taenga,Gygis_alba,671.0
Tahanea,Gygis_alba,560.0
Taiaro,Gygis_alba,430.0
Taka,Gygis_alba,750.0
Takapoto,Gygis_alba,372.0
Takaroa,Gygis_alba,0.0
Takume,Gygis_alba,681.0
Takuu,Gygis_alba,50.0
Tarawa,Gygis_alba,257.0
Tatakoto,Gygis_alba,0.0
Tauere,Gygis_alba,627.0
Tekokota,Gygis_alba,505.0
Temitangi,Gygis_alba,1183.0
Temoe,Gygis_alba,500.0
Tenararo,Gygis_alba,100.0
Tenaruga,Gygis_alba,0.0
Tepoto,Gygis_alba,104.0
Teraina,Gygis_alba,2000.0
Tetiaroa,Gygis_alba,298.0
Thiladhunmathi,Gygis_alba,0.0
Tikehau,Gygis_alba,372.0
Toau,Gygis_alba,300.0
Tongareva,Gygis_alba,881.0
Tuanake,Gygis_alba,273.0
Tubbataha,Gygis_alba,0.0
Tupai,Gygis_alba,193.0
Tureia,Gygis_alba,1105.0
Ujae,Gygis_alba,391.0
Ujelang,Gygis_alba,620.0
Ulithi,Gygis_alba,119.0
Utirik,Gygis_alba,483.0
Vahanga,Gygis_alba,100.0
Vahitahi,Gygis_alba,873.0
Vairaatea,Gygis_alba,644.0
Vaitupu,Gygis_alba,295.0
Vanavana,Gygis_alba,607.0
Vattaru,Gygis_alba,0.0
Wailagilala,Gygis_alba,52.0
Wake,Gygis_alba,400.0
West_Fayu,Gygis_alba,102.0
Woleai,Gygis_alba,248.0
Wotho,Gygis_alba,571.0
Wotje,Gygis_alba,602.0
Abaiang,Anous_ceruleus,0.0
Abariringa,Anous_ceruleus,5.0
Abemama,Anous_ceruleus,0.0
Addu,Anous_ceruleus,0.0
Ahe,Anous_ceruleus,0.0
Ahunui,Anous_ceruleus,0.0
Ailinginae,Anous_ceruleus,0.0
Ailinglaplap,Anous_ceruleus,0.0
Ailuk,Anous_ceruleus,0.0
Aldabra,Anous_ceruleus,0.0
Alphonse,Anous_ceruleus,0.0
Amanu,Anous_ceruleus,0.0
Anaa,Anous_ceruleus,0.0
Analtin,Anous_ceruleus,0.0
Ant,Anous_ceruleus,0.0
Anuanuraro,Anous_ceruleus,0.0
Anuanurunga,Anous_ceruleus,0.0
Apataki,Anous_ceruleus,20.0
Aranuka,Anous_ceruleus,0.0
Aratika,Anous_ceruleus,20.0
Ari,Anous_ceruleus,0.0
Arno,Anous_ceruleus,0.0
Arutua,Anous_ceruleus,0.0
Astove,Anous_ceruleus,0.0
Atafu,Anous_ceruleus,0.0
Aur,Anous_ceruleus,0.0
Awin,Anous_ceruleus,0.0
Bangaram,Anous_ceruleus,0.0
Beautemps-Beaupre,Anous_ceruleus,0.0
Bellona,Anous_ceruleus,0.0
Beru,Anous_ceruleus,0.0
Bikar,Anous_ceruleus,20.0
Bikini,Anous_ceruleus,0.0
Birnie,Anous_ceruleus,0.0
Bitra_Par,Anous_ceruleus,0.0
Bokaak,Anous_ceruleus,10.0
Bramble_Haven,Anous_ceruleus,0.0
Budibudi,Anous_ceruleus,0.0
Butaritari,Anous_ceruleus,0.0
Byramgore,Anous_ceruleus,0.0
Caroline,Anous_ceruleus,9.0
Cherbaniani,Anous_ceruleus,0.0
Chesterfield,Anous_ceruleus,0.0
Chetlat,Anous_ceruleus,0.0
Clipperton,Anous_ceruleus,0.0
Cocos,Anous_ceruleus,0.0
Conflict,Anous_ceruleus,0.0
Cosmoledo,Anous_ceruleus,0.0
Diego_Garcia,Anous_ceruleus,0.0
Ducie,Anous_ceruleus,30.0
Eauripik,Anous_ceruleus,0.0
Ebon,Anous_ceruleus,0.0
Egmont,Anous_ceruleus,0.0
Egum,Anous_ceruleus,0.0
Elato,Anous_ceruleus,0.0
Enderbury,Anous_ceruleus,0.0
Eniwetok,Anous_ceruleus,0.0
Erikub,Anous_ceruleus,0.0
Etal,Anous_ceruleus,0.0
Europa,Anous_ceruleus,0.0
Faadhippolhu,Anous_ceruleus,0.0
Faaite,Anous_ceruleus,0.0
Fakahina,Anous_ceruleus,0.0
Fakaofo,Anous_ceruleus,0.0
Fakarava,Anous_ceruleus,0.0
Fangatau,Anous_ceruleus,0.0
Fangataufa,Anous_ceruleus,0.0
Faraulep,Anous_ceruleus,0.0
Farquhar,Anous_ceruleus,0.0
Felidhu,Anous_ceruleus,0.0
French_Frigate_Shoals,Anous_ceruleus,30.0
Funafuti,Anous_ceruleus,0.0
Gaafaru,Anous_ceruleus,0.0
Glorioso,Anous_ceruleus,0.0
Great_Chagos_Bank,Anous_ceruleus,0.0
Haddhunmathi,Anous_ceruleus,0.0
Hao,Anous_ceruleus,13.0
Haraiki,Anous_ceruleus,0.0
Helen,Anous_ceruleus,0.0
Hereheretui,Anous_ceruleus,0.0
Hikueru,Anous_ceruleus,0.0
Hiti,Anous_ceruleus,0.0
Huon,Anous_ceruleus,0.0
Huvadhu,Anous_ceruleus,0.0
Ifalik,Anous_ceruleus,0.0
Ihavandhippolu,Anous_ceruleus,0.0
Jaluit,Anous_ceruleus,0.0
Jemo,Anous_ceruleus,0.0
Johnston,Anous_ceruleus,0.0
Kademat,Anous_ceruleus,0.0
Kalpeni,Anous_ceruleus,0.0
Kapingamarangi,Anous_ceruleus,0.0
Katiu,Anous_ceruleus,0.0
Kauehi,Anous_ceruleus,0.0
Kaukura,Anous_ceruleus,0.0
Kavaratti,Anous_ceruleus,0.0
Kilinailau,Anous_ceruleus,0.0
Kiltan,Anous_ceruleus,0.0
Kiritimati,Anous_ceruleus,570.0
Kolhumadulu,Anous_ceruleus,0.0
Kuop,Anous_ceruleus,0.0
Kure,Anous_ceruleus,0.0
Kuria,Anous_ceruleus,0.0
Kwajalein,Anous_ceruleus,0.0
Lae,Anous_ceruleus,0.0
Lamotrek,Anous_ceruleus,0.0
Laualau,Anous_ceruleus,0.0
Laysan,Anous_ceruleus,0.0
Lib,Anous_ceruleus,0.0
Likiep,Anous_ceruleus,0.0
Liot,Anous_ceruleus,0.0
Lisianski,Anous_ceruleus,0.0
Long_Reef,Anous_ceruleus,0.0
Losap,Anous_ceruleus,0.0
Lukunor,Anous_ceruleus,0.0
Maalhosmadulu,Anous_ceruleus,0.0
Maiana,Anous_ceruleus,0.0
Majuro,Anous_ceruleus,0.0
Makemo,Anous_ceruleus,0.0
Makunudhoo,Anous_ceruleus,0.0
Malden,Anous_ceruleus,40.0
Maloelap,Anous_ceruleus,0.0
Malum,Anous_ceruleus,0.0
Manihi,Anous_ceruleus,0.0
Manihiki,Anous_ceruleus,0.0
Manra,Anous_ceruleus,0.0
Manuae,Anous_ceruleus,0.0
Manuhangi,Anous_ceruleus,0.0
Marakei,Anous_ceruleus,0.0
Maria,Anous_ceruleus,0.0
Maria_Est,Anous_ceruleus,21.0
Marokau,Anous_ceruleus,0.0
Marutea_Nord,Anous_ceruleus,0.0
Marutea_Sud,Anous_ceruleus,0.0
Mataiva,Anous_ceruleus,0.0
Matureivavao,Anous_ceruleus,0.0
Maupihaa,Anous_ceruleus,0.0
McKean,Anous_ceruleus,0.0
Midway,Anous_ceruleus,0.0
Miladhunmadulu,Anous_ceruleus,0.0
Mili,Anous_ceruleus,0.0
Minicoy,Anous_ceruleus,0.0
Mokil,Anous_ceruleus,0.0
Morane,Anous_ceruleus,0.0
Moruroa,Anous_ceruleus,0.0
Motu_One,Anous_ceruleus,0.0
Motutunga,Anous_ceruleus,0.0
Mulaku,Anous_ceruleus,0.0
Murilo,Anous_ceruleus,0.0
Namoluk,Anous_ceruleus,0.0
Namonuito,Anous_ceruleus,0.0
Namorik,Anous_ceruleus,0.0
Namu,Anous_ceruleus,0.0
Nanumanga,Anous_ceruleus,0.0
Nanumea,Anous_ceruleus,0.0
Napuka,Anous_ceruleus,0.0
Nengonengo,Anous_ceruleus,0.0
Ngcheangel,Anous_ceruleus,0.0
Ngulu,Anous_ceruleus,0.0
Niau,Anous_ceruleus,0.0
Nihiru,Anous_ceruleus,0.0
Nikumaroro,Anous_ceruleus,0.0
Nikunau,Anous_ceruleus,0.0
Ninigo,Anous_ceruleus,0.0
Niutao,Anous_ceruleus,0.0
Nomwin,Anous_ceruleus,0.0
Nonouti,Anous_ceruleus,0.0
North_Male,Anous_ceruleus,0.0
North_Nilandhe,Anous_ceruleus,0.0
Nuguria,Anous_ceruleus,0.0
Nui,Anous_ceruleus,0.0
Nukapu,Anous_ceruleus,0.0
Nukufetau,Anous_ceruleus,0.0
Nukulaelae,Anous_ceruleus,0.0
Nukumanu,Anous_ceruleus,0.0
Nukumbasanga,Anous_ceruleus,0.0
Nukunonu,Anous_ceruleus,0.0
Nukuoro,Anous_ceruleus,0.0
Nukutepipi,Anous_ceruleus,0.0
Numa_Miombilou,Anous_ceruleus,0.0
Nupani,Anous_ceruleus,0.0
Oeno,Anous_ceruleus,0.0
Olimarao,Anous_ceruleus,0.0
Onotoa,Anous_ceruleus,0.0
Ontong_Java,Anous_ceruleus,0.0
Oroluk,Anous_ceruleus,0.0
Orona,Anous_ceruleus,0.0
Pakin,Anous_ceruleus,0.0
Palmerston,Anous_ceruleus,0.0
Palmyra,Anous_ceruleus,2.0
Paraoa,Anous_ceruleus,0.0
Pearl_and_Hermes,Anous_ceruleus,0.0
Peremul_Par,Anous_ceruleus,0.0
Peros_Banhos,Anous_ceruleus,0.0
Pinaki,Anous_ceruleus,0.0
Pingelap,Anous_ceruleus,0.0
Pinipel,Anous_ceruleus,0.0
Pukapuka,Anous_ceruleus,0.0
Puka-Puka,Anous_ceruleus,0.0
Pukarua,Anous_ceruleus,0.0
Pulap,Anous_ceruleus,0.0
Pulusuk,Anous_ceruleus,0.0
Puluwat,Anous_ceruleus,0.0
Qelelevu,Anous_ceruleus,0.0
Rakahanga,Anous_ceruleus,0.0
Rangiroa,Anous_ceruleus,13.0
Raraka,Anous_ceruleus,16.0
Raroia,Anous_ceruleus,13.0
Rasdhoo,Anous_ceruleus,0.0
Ravahere,Anous_ceruleus,0.0
Rawaki,Anous_ceruleus,5000.0
Reao,Anous_ceruleus,0.0
Redlick,Anous_ceruleus,0.0
Reitoru,Anous_ceruleus,0.0
Rekareka,Anous_ceruleus,0.0
Rongelap,Anous_ceruleus,0.0
Rongerik,Anous_ceruleus,0.0
Rose,Anous_ceruleus,0.0
Rowa,Anous_ceruleus,0.0
Saloman,Anous_ceruleus,0.0
Sama,Anous_ceruleus,0.0
Samasuma,Anous_ceruleus,0.0
Sapwuahfik,Anous_ceruleus,0.0
Satawan,Anous_ceruleus,0.0
Scilly,Anous_ceruleus,11.0
Sorol,Anous_ceruleus,0.0
South_Maalhosmadulu,Anous_ceruleus,0.0
South_Nilandhe,Anous_ceruleus,0.0
St_Francois,Anous_ceruleus,0.0
St_Joseph,Anous_ceruleus,0.0
Starbuck,Anous_ceruleus,0.0
Suheli_Par,Anous_ceruleus,0.0
Surprise,Anous_ceruleus,0.0
Suwarrow,Anous_ceruleus,0.0
Swains,Anous_ceruleus,0.0
Tabiteuea,Anous_ceruleus,0.0
Tabuaeran,Anous_ceruleus,34.0
Taenga,Anous_ceruleus,0.0
Tahanea,Anous_ceruleus,0.0
Taiaro,Anous_ceruleus,0.0
Taka,Anous_ceruleus,0.0
Takapoto,Anous_ceruleus,0.0
Takaroa,Anous_ceruleus,0.0
Takume,Anous_ceruleus,0.0
Takuu,Anous_ceruleus,0.0
Tarawa,Anous_ceruleus,0.0
Tatakoto,Anous_ceruleus,0.0
Tauere,Anous_ceruleus,0.0
Tekokota,Anous_ceruleus,0.0
Temitangi,Anous_ceruleus,0.0
Temoe,Anous_ceruleus,0.0
Tenararo,Anous_ceruleus,0.0
Tenaruga,Anous_ceruleus,0.0
Tepoto,Anous_ceruleus,0.0
Teraina,Anous_ceruleus,28.0
Tetiaroa,Anous_ceruleus,0.0
Thiladhunmathi,Anous_ceruleus,0.0
Tikehau,Anous_ceruleus,17.0
Toau,Anous_ceruleus,0.0
Tongareva,Anous_ceruleus,13.0
Tuanake,Anous_ceruleus,0.0
Tubbataha,Anous_ceruleus,0.0
Tupai,Anous_ceruleus,0.0
Tureia,Anous_ceruleus,0.0
Ujae,Anous_ceruleus,0.0
Ujelang,Anous_ceruleus,0.0
Ulithi,Anous_ceruleus,0.0
Utirik,Anous_ceruleus,0.0
Vahanga,Anous_ceruleus,0.0
Vahitahi,Anous_ceruleus,0.0
Vairaatea,Anous_ceruleus,0.0
Vaitupu,Anous_ceruleus,0.0
Vanavana,Anous_ceruleus,0.0
Vattaru,Anous_ceruleus,0.0
Wailagilala,Anous_ceruleus,0.0
Wake,Anous_ceruleus,0.0
West_Fayu,Anous_ceruleus,0.0
Woleai,Anous_ceruleus,0.0
Wotho,Anous_ceruleus,0.0
Wotje,Anous_ceruleus,0.0
Abaiang,Onychoprion_fuscatus,0.0
Abariringa,Onychoprion_fuscatus,100.0
Abemama,Onychoprion_fuscatus,0.0
Addu,Onychoprion_fuscatus,0.0
Ahe,Onychoprion_fuscatus,0.0
Ahunui,Onychoprion_fuscatus,0.0
Ailinginae,Onychoprion_fuscatus,7000.0
Ailinglaplap,Onychoprion_fuscatus,0.0
Ailuk,Onychoprion_fuscatus,19737.0
Aldabra,Onychoprion_fuscatus,0.0
Alphonse,Onychoprion_fuscatus,0.0
Amanu,Onychoprion_fuscatus,0.0
Anaa,Onychoprion_fuscatus,0.0
Analtin,Onychoprion_fuscatus,0.0
Ant,Onychoprion_fuscatus,200.0
Anuanuraro,Onychoprion_fuscatus,0.0
Anuanurunga,Onychoprion_fuscatus,0.0
Apataki,Onychoprion_fuscatus,116268.0
Aranuka,Onychoprion_fuscatus,27508.0
Aratika,Onychoprion_fuscatus,0.0
Ari,Onychoprion_fuscatus,0.0
Arno,Onychoprion_fuscatus,0.0
Arutua,Onychoprion_fuscatus,0.0
Astove,Onychoprion_fuscatus,83106.0
Atafu,Onychoprion_fuscatus,0.0
Aur,Onychoprion_fuscatus,0.0
Awin,Onychoprion_fuscatus,0.0
Bangaram,Onychoprion_fuscatus,0.0
Beautemps-Beaupre,Onychoprion_fuscatus,42981.0
Bellona,Onychoprion_fuscatus,20000.0
Beru,Onychoprion_fuscatus,0.0
Bikar,Onychoprion_fuscatus,52000.0
Bikini,Onychoprion_fuscatus,31148.0
Birnie,Onychoprion_fuscatus,27481.0
Bitra_Par,Onychoprion_fuscatus,0.0
Bokaak,Onychoprion_fuscatus,17500.0
Bramble_Haven,Onychoprion_fuscatus,0.0
Budibudi,Onychoprion_fuscatus,0.0
Butaritari,Onychoprion_fuscatus,7198.0
Byramgore,Onychoprion_fuscatus,650.0
Caroline,Onychoprion_fuscatus,1000000.0
Cherbaniani,Onychoprion_fuscatus,5000.0
Chesterfield,Onychoprion_fuscatus,249154.0
Chetlat,Onychoprion_fuscatus,0.0
Clipperton,Onychoprion_fuscatus,200.0
Cocos,Onychoprion_fuscatus,70.0
Conflict,Onychoprion_fuscatus,0.0
Cosmoledo,Onychoprion_fuscatus,2331000.0
Diego_Garcia,Onychoprion_fuscatus,0.0
Ducie,Onychoprion_fuscatus,200.0
Eauripik,Onychoprion_fuscatus,0.0
Ebon,Onychoprion_fuscatus,0.0
Egmont,Onychoprion_fuscatus,0.0
Egum,Onychoprion_fuscatus,0.0
Elato,Onychoprion_fuscatus,0.0
Enderbury,Onychoprion_fuscatus,400000.0
Eniwetok,Onychoprion_fuscatus,16000.0
Erikub,Onychoprion_fuscatus,0.0
Etal,Onychoprion_fuscatus,0.0
Europa,Onychoprion_fuscatus,3000000.0
Faadhippolhu,Onychoprion_fuscatus,0.0
Faaite,Onychoprion_fuscatus,0.0
Fakahina,Onychoprion_fuscatus,0.0
Fakaofo,Onychoprion_fuscatus,0.0
Fakarava,Onychoprion_fuscatus,0.0
Fangatau,Onychoprion_fuscatus,0.0
Fangataufa,Onychoprion_fuscatus,50.0
Faraulep,Onychoprion_fuscatus,0.0
Farquhar,Onychoprion_fuscatus,561200.0
Felidhu,Onychoprion_fuscatus,0.0
French_Frigate_Shoals,Onychoprion_fuscatus,300000.0
Funafuti,Onychoprion_fuscatus,2861.0
Gaafaru,Onychoprion_fuscatus,0.0
Glorioso,Onychoprion_fuscatus,540000.0
Great_Chagos_Bank,Onychoprion_fuscatus,104000.0
Haddhunmathi,Onychoprion_fuscatus,0.0
Hao,Onychoprion_fuscatus,0.0
Haraiki,Onychoprion_fuscatus,0.0
Helen,Onychoprion_fuscatus,80000.0
Hereheretui,Onychoprion_fuscatus,0.0
Hikueru,Onychoprion_fuscatus,0.0
Hiti,Onychoprion_fuscatus,0.0
Huon,Onychoprion_fuscatus,53909.0
Huvadhu,Onychoprion_fuscatus,0.0
Ifalik,Onychoprion_fuscatus,0.0
Ihavandhippolu,Onychoprion_fuscatus,0.0
Jaluit,Onychoprion_fuscatus,16901.0
Jemo,Onychoprion_fuscatus,4073.0
Johnston,Onychoprion_fuscatus,330000.0
Kademat,Onychoprion_fuscatus,9560.0
Kalpeni,Onychoprion_fuscatus,0.0
Kapingamarangi,Onychoprion_fuscatus,0.0
Katiu,Onychoprion_fuscatus,0.0
Kauehi,Onychoprion_fuscatus,106514.0
Kaukura,Onychoprion_fuscatus,0.0
Kavaratti,Onychoprion_fuscatus,2.0
Kilinailau,Onychoprion_fuscatus,0.0
Kiltan,Onychoprion_fuscatus,0.0
Kiritimati,Onychoprion_fuscatus,1000000.0
Kolhumadulu,Onychoprion_fuscatus,0.0
Kuop,Onychoprion_fuscatus,0.0
Kure,Onychoprion_fuscatus,20000.0
Kuria,Onychoprion_fuscatus,16126.0
Kwajalein,Onychoprion_fuscatus,0.0
Lae,Onychoprion_fuscatus,0.0
Lamotrek,Onychoprion_fuscatus,0.0
Laualau,Onychoprion_fuscatus,0.0
Laysan,Onychoprion_fuscatus,850000.0
Lib,Onychoprion_fuscatus,0.0
Likiep,Onychoprion_fuscatus,0.0
Liot,Onychoprion_fuscatus,0.0
Lisianski,Onychoprion_fuscatus,1000000.0
Long_Reef,Onychoprion_fuscatus,0.0
Losap,Onychoprion_fuscatus,0.0
Lukunor,Onychoprion_fuscatus,0.0
Maalhosmadulu,Onychoprion_fuscatus,0.0
Maiana,Onychoprion_fuscatus,0.0
Majuro,Onychoprion_fuscatus,0.0
Makemo,Onychoprion_fuscatus,0.0
Makunudhoo,Onychoprion_fuscatus,0.0
Malden,Onychoprion_fuscatus,500000.0
Maloelap,Onychoprion_fuscatus,0.0
Malum,Onychoprion_fuscatus,0.0
Manihi,Onychoprion_fuscatus,0.0
Manihiki,Onychoprion_fuscatus,0.0
Manra,Onychoprion_fuscatus,8000.0
Manuae,Onychoprion_fuscatus,0.0
Manuhangi,Onychoprion_fuscatus,0.0
Marakei,Onychoprion_fuscatus,0.0
Maria,Onychoprion_fuscatus,0.0
Maria_Est,Onychoprion_fuscatus,0.0
Marokau,Onychoprion_fuscatus,0.0
Marutea_Nord,Onychoprion_fuscatus,0.0
Marutea_Sud,Onychoprion_fuscatus,48497.0
Mataiva,Onychoprion_fuscatus,0.0
Matureivavao,Onychoprion_fuscatus,0.0
Maupihaa,Onychoprion_fuscatus,546022.0
McKean,Onychoprion_fuscatus,500.0
Midway,Onychoprion_fuscatus,200000.0
Miladhunmadulu,Onychoprion_fuscatus,0.0
Mili,Onychoprion_fuscatus,0.0
Minicoy,Onychoprion_fuscatus,0.0
Mokil,Onychoprion_fuscatus,0.0
Morane,Onychoprion_fuscatus,0.0
Moruroa,Onychoprion_fuscatus,0.0
Motu_One,Onychoprion_fuscatus,0.0
Motutunga,Onychoprion_fuscatus,0.0
Mulaku,Onychoprion_fuscatus,0.0
Murilo,Onychoprion_fuscatus,0.0
Namoluk,Onychoprion_fuscatus,0.0
Namonuito,Onychoprion_fuscatus,0.0
Namorik,Onychoprion_fuscatus,0.0
Namu,Onychoprion_fuscatus,0.0
Nanumanga,Onychoprion_fuscatus,0.0
Nanumea,Onychoprion_fuscatus,0.0
Napuka,Onychoprion_fuscatus,0.0
Nengonengo,Onychoprion_fuscatus,0.0
Ngcheangel,Onychoprion_fuscatus,2492.0
Ngulu,Onychoprion_fuscatus,0.0
Niau,Onychoprion_fuscatus,0.0
Nihiru,Onychoprion_fuscatus,0.0
Nikumaroro,Onychoprion_fuscatus,9.0
Nikunau,Onychoprion_fuscatus,0.0
Ninigo,Onychoprion_fuscatus,0.0
Niutao,Onychoprion_fuscatus,0.0
Nomwin,Onychoprion_fuscatus,0.0
Nonouti,Onychoprion_fuscatus,25494.0
North_Male,Onychoprion_fuscatus,0.0
North_Nilandhe,Onychoprion_fuscatus,0.0
Nuguria,Onychoprion_fuscatus,0.0
Nui,Onychoprion_fuscatus,0.0
Nukapu,Onychoprion_fuscatus,0.0
Nukufetau,Onychoprion_fuscatus,0.0
Nukulaelae,Onychoprion_fuscatus,0.0
Nukumanu,Onychoprion_fuscatus,0.0
Nukumbasanga,Onychoprion_fuscatus,0.0
Nukunonu,Onychoprion_fuscatus,3200.0
Nukuoro,Onychoprion_fuscatus,0.0
Nukutepipi,Onychoprion_fuscatus,0.0
Numa_Miombilou,Onychoprion_fuscatus,0.0
Nupani,Onychoprion_fuscatus,0.0
Oeno,Onychoprion_fuscatus,10706.0
Olimarao,Onychoprion_fuscatus,0.0
Onotoa,Onychoprion_fuscatus,19462.0
Ontong_Java,Onychoprion_fuscatus,3196.0
Oroluk,Onychoprion_fuscatus,0.0
Orona,Onychoprion_fuscatus,1200000.0
Pakin,Onychoprion_fuscatus,0.0
Palmerston,Onychoprion_fuscatus,0.0
Palmyra,Onychoprion_fuscatus,876000.0
Paraoa,Onychoprion_fuscatus,0.0
Pearl_and_Hermes,Onychoprion_fuscatus,80000.0
Peremul_Par,Onychoprion_fuscatus,0.0
Peros_Banhos,Onychoprion_fuscatus,290000.0
Pinaki,Onychoprion_fuscatus,0.0
Pingelap,Onychoprion_fuscatus,0.0
Pinipel,Onychoprion_fuscatus,0.0
Pukapuka,Onychoprion_fuscatus,1758.0
Puka-Puka,Onychoprion_fuscatus,0.0
Pukarua,Onychoprion_fuscatus,0.0
Pulap,Onychoprion_fuscatus,0.0
Pulusuk,Onychoprion_fuscatus,0.0
Puluwat,Onychoprion_fuscatus,0.0
Qelelevu,Onychoprion_fuscatus,0.0
Rakahanga,Onychoprion_fuscatus,0.0
Rangiroa,Onychoprion_fuscatus,103200.0
Raraka,Onychoprion_fuscatus,0.0
Raroia,Onychoprion_fuscatus,0.0
Rasdhoo,Onychoprion_fuscatus,0.0
Ravahere,Onychoprion_fuscatus,0.0
Rawaki,Onychoprion_fuscatus,1200000.0
Reao,Onychoprion_fuscatus,0.0
Redlick,Onychoprion_fuscatus,0.0
Reitoru,Onychoprion_fuscatus,0.0
Rekareka,Onychoprion_fuscatus,0.0
Rongelap,Onychoprion_fuscatus,0.0
Rongerik,Onychoprion_fuscatus,34467.0
Rose,Onychoprion_fuscatus,135000.0
Rowa,Onychoprion_fuscatus,0.0
Saloman,Onychoprion_fuscatus,0.0
Sama,Onychoprion_fuscatus,0.0
Samasuma,Onychoprion_fuscatus,0.0
Sapwuahfik,Onychoprion_fuscatus,0.0
Satawan,Onychoprion_fuscatus,0.0
Scilly,Onychoprion_fuscatus,0.0
Sorol,Onychoprion_fuscatus,120.0
South_Maalhosmadulu,Onychoprion_fuscatus,0.0
South_Nilandhe,Onychoprion_fuscatus,0.0
St_Francois,Onychoprion_fuscatus,0.0
St_Joseph,Onychoprion_fuscatus,0.0
Starbuck,Onychoprion_fuscatus,3000000.0
Suheli_Par,Onychoprion_fuscatus,0.0
Surprise,Onychoprion_fuscatus,26774.0
Suwarrow,Onychoprion_fuscatus,176088.0
Swains,Onychoprion_fuscatus,27.0
Tabiteuea,Onychoprion_fuscatus,0.0
Tabuaeran,Onychoprion_fuscatus,43799.0
Taenga,Onychoprion_fuscatus,0.0
Tahanea,Onychoprion_fuscatus,0.0
Taiaro,Onychoprion_fuscatus,0.0
Taka,Onychoprion_fuscatus,74000.0
Takapoto,Onychoprion_fuscatus,0.0
Takaroa,Onychoprion_fuscatus,44260.0
Takume,Onychoprion_fuscatus,0.0
Takuu,Onychoprion_fuscatus,0.0
Tarawa,Onychoprion_fuscatus,0.0
Tatakoto,Onychoprion_fuscatus,0.0
Tauere,Onychoprion_fuscatus,0.0
Tekokota,Onychoprion_fuscatus,754.0
Temitangi,Onychoprion_fuscatus,0.0
Temoe,Onychoprion_fuscatus,0.0
Tenararo,Onychoprion_fuscatus,0.0
Tenaruga,Onychoprion_fuscatus,0.0
Tepoto,Onychoprion_fuscatus,0.0
Teraina,Onychoprion_fuscatus,0.0
Tetiaroa,Onychoprion_fuscatus,6236.0
Thiladhunmathi,Onychoprion_fuscatus,0.0
Tikehau,Onychoprion_fuscatus,0.0
Toau,Onychoprion_fuscatus,0.0
Tongareva,Onychoprion_fuscatus,14794.0
Tuanake,Onychoprion_fuscatus,0.0
Tubbataha,Onychoprion_fuscatus,6000.0
Tupai,Onychoprion_fuscatus,0.0
Tureia,Onychoprion_fuscatus,0.0
Ujae,Onychoprion_fuscatus,0.0
Ujelang,Onychoprion_fuscatus,15850.0
Ulithi,Onychoprion_fuscatus,0.0
Utirik,Onychoprion_fuscatus,0.0
Vahanga,Onychoprion_fuscatus,0.0
Vahitahi,Onychoprion_fuscatus,0.0
Vairaatea,Onychoprion_fuscatus,0.0
Vaitupu,Onychoprion_fuscatus,1558.0
Vanavana,Onychoprion_fuscatus,0.0
Vattaru,Onychoprion_fuscatus,0.0
Wailagilala,Onychoprion_fuscatus,0.0
Wake,Onychoprion_fuscatus,50000.0
West_Fayu,Onychoprion_fuscatus,0.0
Woleai,Onychoprion_fuscatus,0.0
Wotho,Onychoprion_fuscatus,0.0
Wotje,Onychoprion_fuscatus,0.0
Abaiang,Onychoprion_lunatus,0.0
Abariringa,Onychoprion_lunatus,4000.0
Abemama,Onychoprion_lunatus,0.0
Addu,Onychoprion_lunatus,0.0
Ahe,Onychoprion_lunatus,0.0
Ahunui,Onychoprion_lunatus,0.0
