species,atoll,status,reference,Order,Family
Portulaca lutea So I. ex Seem.,Onotoa,N,"Moul, E.T. (1957) Preliminary report on the flora of Onotoa Atoll, Gilbert Islands",Caryophyllales,Portulacaceae
Portulaca lutea So I. ex Seem.,Orona,N,"Fosberg, F.R., & Stoddart, D.R. (1994) Flora of the Phoenix Islands, Central Pacific",Caryophyllales,Portulacaceae
Portulaca lutea So I. ex Seem.,Pearl and Hermes,N,"Amerson, A.B. (1974) The natural history of Pearl and Hermes Reef, Northwestern Hawaiian Islands",Caryophyllales,Portulacaceae
Portulaca lutea So I. ex Seem.,Qelelevu,N,"Whistler, W.A. (2012) Botanical survey of the Ringgold Islands, Fiji",Caryophyllales,Portulacaceae
Portulaca lutea So I. ex Seem.,Rangiroa,N,"Stoddart, D.R., & Sachet, M.-H. (1969) Reconnaissane geomorphology of Rangiroa Atoll, Tuamotu Archipelago with list of vascular flora of Rangiroa",Caryophyllales,Portulacaceae
Portulaca lutea So I. ex Seem.,Raroia,N,"Doty, M.S., et al. (1954) Floristics and plant ecology of Raroia Atoll, Tuamotus",Caryophyllales,Portulacaceae
Portulaca lutea So I. ex Seem.,Rawaki,N,"Fosberg, F.R., & Stoddart, D.R. (1994) Flora of the Phoenix Islands, Central Pacific",Caryophyllales,Portulacaceae
Portulaca lutea So I. ex Seem.,Reitoru,N,"Fontaine, B., et al. (2021) Mission Kivi Kuaka 2021 Rapport naturaliste",Caryophyllales,Portulacaceae
Portulaca lutea So I. ex Seem.,Rongelap,N,"Releford, J.S., et al. (2009) Flora of Rongelap and Ailinginae Atolls, Republic of the Marshall Islands",Caryophyllales,Portulacaceae
Portulaca lutea So I. ex Seem.,Rose,N,"Wegmann, A., & Holzwarth, S. (2006) Rose atoll national wildlife refuge research compendium",Caryophyllales,Portulacaceae
Portulaca lutea So I. ex Seem.,Scilly,N,"Sachet, M.-H. (1983) Végétation et flore terrestre de l'atoll de Scilly (Fenua Ura)",Caryophyllales,Portulacaceae
Portulaca lutea So I. ex Seem.,Starbuck,N,"Sayre, C. (1994) A new species of Bidens (Asteraceae - Heliantheae) from Starbuck Island",Caryophyllales,Portulacaceae
Portulaca lutea So I. ex Seem.,Suwarrow,N,"Woodroffe, C.D., & Stoddart, D.R. (1992) Substrate specificity and episodic catastrophe: constraints on the insular plant geography of Suwarrow Atoll, Northern Cook Islands",Caryophyllales,Portulacaceae
Portulaca lutea So I. ex Seem.,Tabiteuea,N,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1979) A geographical Checklist of the Micronesian Dicotyledonae",Caryophyllales,Portulacaceae
Portulaca lutea So I. ex Seem.,Tabuaeran,N,"Wester, L. (1985) Checklist of the vascular flora of the Northern Line Islands",Caryophyllales,Portulacaceae
Portulaca lutea So I. ex Seem.,Takapoto,N,"Sachet, M.-H. (1983) Takapoto atoll, Tuamotu Archipelago: terrestrial vegetation and flora",Caryophyllales,Portulacaceae
Portulaca lutea So I. ex Seem.,Tarawa,N,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1979) A geographical Checklist of the Micronesian Dicotyledonae",Caryophyllales,Portulacaceae
Portulaca lutea So I. ex Seem.,Tekokota,N,"Fontaine, B., et al. (2021) Mission Kivi Kuaka 2021 Rapport naturaliste",Caryophyllales,Portulacaceae
Portulaca lutea So I. ex Seem.,Temoe,N,"Butaud, J.-F., & Wragg, G. (2012) Les plantes et les oiseaux de l'atoll de Temoe",Caryophyllales,Portulacaceae
Portulaca lutea So I. ex Seem.,Tenararo,N,"Jacq F.A., (2012) Inventaires naturalistes et carte de la végétation de l'atoll de Vahanga",Caryophyllales,Portulacaceae
Portulaca lutea So I. ex Seem.,Tetiaroa,N,"Sachet, M.-H., & Fosberg, F.R. (1983) An ecological reconnaissance of Tetiaroa Atoll, French Polynesia",Caryophyllales,Portulacaceae
Portulaca lutea So I. ex Seem.,Tikehau,N,"Florence, J. (1985) Contribution à l'étude d'latoll de Tikehau - Introduction a la flore et a la vegetation",Caryophyllales,Portulacaceae
Portulaca lutea So I. ex Seem.,Tupai,N,"Sachet, M.-H. (1983) Botanique de l'ile de Tupai, Îles de la Societe",Caryophyllales,Portulacaceae
Portulaca lutea So I. ex Seem.,Utirik,N,"Fosberg, F.R. (1955) Northern Marshall Islands Expedition, 1951-1952 - land biota: vascular plants",Caryophyllales,Portulacaceae
Portulaca lutea So I. ex Seem.,Vahanga,N,"Pierce, R., Blanvillain, C., & Burle, M.-H. (2015) Bird research and monitoring associated with SOP Manu pest eradications in Acteon-Gambier Archipelagos, June 2015",Caryophyllales,Portulacaceae
Portulaca lutea So I. ex Seem.,Vaitupu,N,"Naikatini, A., et al. (2021) Biodiversity rapid assessment program (BioRAP) of Funafuti Atoll, Nukulaelae Atoll, Niutao Island and Vaitupu Island, Tuvalu",Caryophyllales,Portulacaceae
Portulaca lutea So I. ex Seem.,Wake,N,"Fosberg, F.R. (1959) Vegetation and flora of Wake atoll",Caryophyllales,Portulacaceae
Portulaca lutea So I. ex Seem.,Wotho,N,"Fosberg, F.R. (1955) Northern Marshall Islands Expedition, 1951-1952 - land biota: vascular plants",Caryophyllales,Portulacaceae
Portulaca mauritiensis Poelln.,Aldabra,N,"Hnatiuk, R.J. (1980) C4 photosynthesis in the vegetation of Aldabra atoll",Caryophyllales,Portulacaceae
Portulaca mauritiensis Poelln.,Cosmoledo,N,"Wickens, G.E. (1979) The propagules of the terrestrial flora of the Aldabra Archipelago, Western Indian Ocean",Caryophyllales,Portulacaceae
Portulaca mauritiensis Poelln.,Glorioso,N,"Boullet, V., Hivert, J., & Gigord, L.D.B. (2018) An updated account of the vascular flora of the Iles Eparses (Southwest Indian Ocean)",Caryophyllales,Portulacaceae
Portulaca nitida (Danin & H.G.Baker) Ricceri & Arrigoni,Europa,I,"Boullet, V., Hivert, J., & Gigord, L.D.B. (2018) An updated account of the vascular flora of the Iles Eparses (Southwest Indian Ocean)",Caryophyllales,Portulacaceae
Portulaca nitida (Danin & H.G.Baker) Ricceri & Arrigoni,Glorioso,I,"Boullet, V., Hivert, J., & Gigord, L.D.B. (2018) An updated account of the vascular flora of the Iles Eparses (Southwest Indian Ocean)",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Abariringa,I,"Degener, O., & Gillaspy, E. (1955) Canton Island, South Pacific",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Addu,I,"Fosberg, F.R., Groves, E.W., & Sigee, D.C. (1966) List of Addu vascular plants",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Aldabra,N,"Gillham, M.E. (1977) Vegetation of sea and shore-bird colonies on Aldabra atoll",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Arno,I,"Fosberg, F.R. (1990) A review of the natural history of the Marshall Islands",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Ashmore,I,"Pike, G.D., & Leach, G.J. (1997) Handbook of the vascular plants of Ashmore and Cartier Islands",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Astove,N,"Wickens, G.E. (1979) The propagules of the terrestrial flora of the Aldabra Archipelago, Western Indian Ocean",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Atafu,I,"Whistler, A. (2012) The flora and vegetation of Tokelau",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Bikini,I,"Fosberg, F.R. (1988) Vegetation of Bikini Atoll, 1985",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Cato,I,"McDougall, A. (2023) Coral Sea Marine Park, Environmental assessment of islands, islets and cays of the southern and central reef system",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Clipperton,I,"Jost, X., Jost, C.H., & Meyer, J.-Y. (2019) Flora and vegetation of Clipperton (La Passion) Atoll, north-eastern Pacific Ocean",Caryophyllales,Portulacaceae
Portulaca oleracea L.,South Keeling,I,"Williams, D.G. (1994) Vegetation and flora of the Cocos (Keeling) Islands",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Cosmoledo,N,"Fosberg, F.R., & Renvoize, S.A. (1970) Plants of Cosmoledo Atoll",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Diego Garcia,N,"Fosberg, F.R., & Bullock, A.A. (1971) List of Diego Garcia vascular plants",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Enderbury,I,"Fosberg, F.R., & Stoddart, D.R. (1994) Flora of the Phoenix Islands, Central Pacific",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Eniwetok,I,"St. John, H. (1960) Flora of Eniwetok Atoll",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Fakaofo,I,"Whistler, A. (2012) The flora and vegetation of Tokelau",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Farquhar,N,"Fosberg, F.R., & Renvoize, S.A. (1970) Plants of Farquhar Atoll",Caryophyllales,Portulacaceae
Portulaca oleracea L.,French Frigate Shoals,I,"Amerson, A.B. (1971) The natural history of French Frigate Shoals, Northwestern Hawaiian Islands",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Funafuti,I,"Naikatini, A., et al. (2021) Biodiversity rapid assessment program (BioRAP) of Funafuti Atoll, Nukulaelae Atoll, Niutao Island and Vaitupu Island, Tuvalu",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Jaluit,I,"Fosberg, F.R., & Sachet, M.-H. (1962) Vascular plants recorded from Jaluit Atoll",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Johnston,I,"Binion Amerson, A., & Shelton, P.C. (1976) The natural history of Johnston atoll, Central Pacific Ocean",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Kapingamarangi,I,"Niering, W. A. (1963) Terrestrial ecology of Kapingamarangi atoll, Caroline Islands",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Kavaratti,I,"Sivadas, P., Narayanan, B., & Sviaprasad, K. (1983) An account of the vegetation of Kavaratti Island, Laccadives",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Kiritimati,I,"Wester, L. (1985) Checklist of the vascular flora of the Northern Line Islands",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Kwajalein,I,"Fosberg, F.R. (1955) Northern Marshall Islands Expedition, 1951-1952 - land biota: vascular plants",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Laysan,I,"Ely, C.A., & Clapp, R.B. (1973) The natural history of Laysan Island, Northwestern Hawaiian Islands",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Lihou,I,"Chapman, F., et al. (2021) Environmental assessment of islets and cays of Tregrosse and Lihou Reefs Coral Sea Marine Park",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Majuro,I,"Fosberg, F.R. (1990) A review of the natural history of the Marshall Islands",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Manra,I,"Fosberg, F.R., & Stoddart, D.R. (1994) Flora of the Phoenix Islands, Central Pacific",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Midway,I,"Starr, F., Starr, K., & Loope, L. (2006) Annotated checklist of the vascular plants on Midway Atoll, Hawaii",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Mokil,I,"Glassman, S.F. (1953) New plant records from the Eastern Caroline Islands, with a comparative study of the native plant names",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Moruroa,I,"Meyer, J.-Y. (2007) Rapport de mission a Moruroa du 30 Janvier au 02 Fevrier 2007 - mise au point de méthodes de lutte contre le 'aito (Casuarina equisetifolia)",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Namonuito,I,"Stone, B.C. (1959) The flora of Namonuito and the Hall Islands",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Ngcheangel,I,"Space, J.C., Lorence, D.H., & LaRosa, A.M. (2008) Report to the Republic of Palau: 2008 update on invasive plant species",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Nikumaroro,I,"Fosberg, F.R., & Stoddart, D.R. (1994) Flora of the Phoenix Islands, Central Pacific",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Niutao,I,"Naikatini, A., et al. (2021) Biodiversity rapid assessment program (BioRAP) of Funafuti Atoll, Nukulaelae Atoll, Niutao Island and Vaitupu Island, Tuvalu",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Nukulaelae,I,"Naikatini, A., et al. (2021) Biodiversity rapid assessment program (BioRAP) of Funafuti Atoll, Nukulaelae Atoll, Niutao Island and Vaitupu Island, Tuvalu",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Onotoa,I,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1979) A geographical Checklist of the Micronesian Dicotyledonae",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Orona,I,"Fosberg, F.R., & Stoddart, D.R. (1994) Flora of the Phoenix Islands, Central Pacific",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Palmyra,I,"Wester, L. (1985) Checklist of the vascular flora of the Northern Line Islands",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Puluwat,I,"Manner, H.I., Mallon, E. (1989) An annotated list of the vascular plants of Puluwat atoll",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Rongelap,I,"Releford, J.S., et al. (2009) Flora of Rongelap and Ailinginae Atolls, Republic of the Marshall Islands",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Scilly,I,"Sachet, M.-H. (1983) Végétation et flore terrestre de l'atoll de Scilly (Fenua Ura)",Caryophyllales,Portulacaceae
Portulaca oleracea L.,St. Joseph,N,"Stoddart, D.R., Coe, M.J., & Fosberg, F.R. (1979) D'Arros and St. Joseph, Amirante Islands",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Swains,I,"Whistler, W.A. (1983) The flora and vegetation of Swains Island",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Tabuaeran,I,"Wester, L. (1985) Checklist of the vascular flora of the Northern Line Islands",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Taka,I,"Fosberg, F.R. (1955) Northern Marshall Islands Expedition, 1951-1952 - land biota: vascular plants",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Takapoto,I,"Sachet, M.-H. (1983) Takapoto atoll, Tuamotu Archipelago: terrestrial vegetation and flora",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Teraina,I,"Wester, L. (1985) Checklist of the vascular flora of the Northern Line Islands",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Tupai,I,"Sachet, M.-H. (1983) Botanique de l'ile de Tupai, Îles de la Societe",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Ujae,I,"Fosberg, F.R. (1955) Northern Marshall Islands Expedition, 1951-1952 - land biota: vascular plants",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Ulithi,I,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1979) A geographical Checklist of the Micronesian Dicotyledonae",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Vaitupu,I,"Naikatini, A., et al. (2021) Biodiversity rapid assessment program (BioRAP) of Funafuti Atoll, Nukulaelae Atoll, Niutao Island and Vaitupu Island, Tuvalu",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Wake,I,"Fosberg, F.R. (1959) Vegetation and flora of Wake atoll",Caryophyllales,Portulacaceae
Portulaca oleracea L.,Willis,I,"Batianoff, G.N., et al. (2009) Plant strategies, dispersal and origina of flora at the northern Coral Sea Islands Territory, Australia",Caryophyllales,Portulacaceae
Portulaca pilosa L.,Addu,I,"Spicer, R.A., et al. (1979) The terrestrial vegetation of an Indian Ocean coral island - Wilingili, Addu Atoll, Maldive Islands",Caryophyllales,Portulacaceae
Portulaca pilosa L.,Ailuk,I,"Fosberg, F.R. (1955) Northern Marshall Islands Expedition, 1951-1952 - land biota: vascular plants",Caryophyllales,Portulacaceae
Portulaca pilosa L.,Aldabra,I,"Gillham, M.E. (1977) Vegetation of sea and shore-bird colonies on Aldabra atoll",Caryophyllales,Portulacaceae
Portulaca pilosa L.,Arno,I,"Anderson, D. (1951) The plants of Arno Atoll, Marshall Islands",Caryophyllales,Portulacaceae
Portulaca pilosa L.,Bikini,I,"Fosberg, F.R. (1988) Vegetation of Bikini Atoll, 1985",Caryophyllales,Portulacaceae
Portulaca pilosa L.,Cosmoledo,I,"Fosberg, F.R., & Renvoize, S.A. (1970) Plants of Cosmoledo Atoll",Caryophyllales,Portulacaceae
Portulaca pilosa L.,Diego Garcia,I,"Fosberg, F.R., & Bullock, A.A. (1971) List of Diego Garcia vascular plants",Caryophyllales,Portulacaceae
Portulaca pilosa L.,Enderbury,I,"Fosberg, F.R., & Stoddart, D.R. (1994) Flora of the Phoenix Islands, Central Pacific",Caryophyllales,Portulacaceae
Portulaca pilosa L.,Eniwetok,I,"St. John, H. (1960) Flora of Eniwetok Atoll",Caryophyllales,Portulacaceae
Portulaca pilosa L.,Europa,I,"Boullet, V., Hivert, J., & Gigord, L.D.B. (2018) An updated account of the vascular flora of the Iles Eparses (Southwest Indian Ocean)",Caryophyllales,Portulacaceae
Portulaca pilosa L.,Fakaofo,I,"Whistler, A. (2012) The flora and vegetation of Tokelau",Caryophyllales,Portulacaceae
Portulaca pilosa L.,Farquhar,I,"Fosberg, F.R., & Renvoize, S.A. (1970) Plants of Farquhar Atoll",Caryophyllales,Portulacaceae
Portulaca pilosa L.,Funafuti,I,"Naikatini, A., et al. (2021) Biodiversity rapid assessment program (BioRAP) of Funafuti Atoll, Nukulaelae Atoll, Niutao Island and Vaitupu Island, Tuvalu",Caryophyllales,Portulacaceae
Portulaca pilosa L.,Jaluit,I,"Fosberg, F.R. (1990) A review of the natural history of the Marshall Islands",Caryophyllales,Portulacaceae
Portulaca pilosa L.,Kwajalein,I,"Fosberg, F.R. (1955) Northern Marshall Islands Expedition, 1951-1952 - land biota: vascular plants",Caryophyllales,Portulacaceae
Portulaca pilosa L.,Likiep,I,"Fosberg, F.R. (1955) Northern Marshall Islands Expedition, 1951-1952 - land biota: vascular plants",Caryophyllales,Portulacaceae
Portulaca pilosa L.,Lukunor,I,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1979) A geographical Checklist of the Micronesian Dicotyledonae",Caryophyllales,Portulacaceae
Portulaca pilosa L.,Majuro,I,"Velde, N.V. (2003) The vascular plants of Majuro Atoll, Republic of the Marshall Islands",Caryophyllales,Portulacaceae
Portulaca pilosa L.,Mokil,I,"Glassman, S.F. (1953) New plant records from the Eastern Caroline Islands, with a comparative study of the native plant names",Caryophyllales,Portulacaceae
Portulaca pilosa L.,Murilo,I,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1979) A geographical Checklist of the Micronesian Dicotyledonae",Caryophyllales,Portulacaceae
Portulaca pilosa L.,Namoluk,I,"Marshall, M., & Fosberg, F.R. (1975) The natural history of Namoluk Atoll, Eastern Caroline Islands with identification of vascular flora",Caryophyllales,Portulacaceae
Portulaca pilosa L.,Namonuito,I,"Stone, B.C. (1959) The flora of Namonuito and the Hall Islands",Caryophyllales,Portulacaceae
Portulaca pilosa L.,Ngcheangel,I,"Gressitt, J.L. (1953) Notes on Ngaruangl and Kayangel Atolls, Palau Islands",Caryophyllales,Portulacaceae
Portulaca pilosa L.,Niutao,I,"Naikatini, A., et al. (2021) Biodiversity rapid assessment program (BioRAP) of Funafuti Atoll, Nukulaelae Atoll, Niutao Island and Vaitupu Island, Tuvalu",Caryophyllales,Portulacaceae
Portulaca pilosa L.,Nomwin,I,"Fosberg, F.R., Sachet, M.-H., Oliver, R. (1979) A geographical Checklist of the Micronesian Dicotyledonae",Caryophyllales,Portulacaceae
Portulaca pilosa L.,Nui,I,"Woodroffe, C.D. (1985) Vegetation and flora of Nui Atoll, Tuvalu",Caryophyllales,Portulacaceae
Portulaca pilosa L.,Nukulaelae,I,"Naikatini, A., et al. (2021) Biodiversity rapid assessment program (BioRAP) of Funafuti Atoll, Nukulaelae Atoll, Niutao Island and Vaitupu Island, Tuvalu",Caryophyllales,Portulacaceae
Portulaca pilosa L.,Nukunonu,I,"Parham, P.E.V. (1971) The vegetation of the Tokelau Islands with special reference to the plants of Nukunonu Atoll",Caryophyllales,Portulacaceae
Portulaca pilosa L.,Onotoa,I,"Moul, E.T. (1957) Preliminary report on the flora of Onotoa Atoll, Gilbert Islands",Caryophyllales,Portulacaceae
Portulaca pilosa L.,Ontong Java,I,"Bayliss-Smith, T. (1973) Ecosystem and economic system of Ontong Java Atoll, Solomon Islands",Caryophyllales,Portulacaceae
Portulaca pilosa L.,Puluwat,I,"Manner, H.I., Mallon, E. (1989) An annotated list of the vascular plants of Puluwat atoll",Caryophyllales,Portulacaceae
Portulaca pilosa L.,Rongelap,I,"Fosberg, F.R. (1990) A review of the natural history of the Marshall Islands",Caryophyllales,Portulacaceae
